Date,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Year,Month,Week,DayOfWeek,DistFromS1,DistFromS2,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Trange
2007-06-05,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,2,0,2007,6,23,1,40.8,14.0,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,2007,6,23,1,14.8,19.5,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,1,0,2007,6,23,1,13.8,18.7,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,2,0,2007,6,23,1,11.4,23.9,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,1,0,2007,6,23,1,19.5,19.6,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,1,0,2007,6,23,1,22.0,24.2,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,1,0,2007,6,23,1,14.0,15.0,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,3,0,2007,6,23,1,39.4,12.1,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX PIPIENS/RESTUANS,T162,41.725517,-87.614258,1,0,2007,6,23,1,40.0,13.3,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,2,0,2007,6,23,1,17.6,18.1,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T002,41.95469,-87.800991,5,0,2007,6,23,1,11.8,19.2,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T009,41.981964,-87.812827,2,0,2007,6,23,1,10.1,22.3,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T011,41.944869,-87.832763,1,0,2007,6,23,1,10.0,18.9,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T015,41.974089,-87.824812,2,0,2007,6,23,1,9.3,21.7,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T016,42.011601,-87.811506,1,0,2007,6,23,1,10.2,25.5,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T019,41.94983,-87.698457,1,0,2007,6,23,1,20.1,18.7,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T025,41.979243,-87.750938,1,0,2007,6,23,1,15.2,21.5,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T028,41.986921,-87.689778,2,0,2007,6,23,1,20.2,22.9,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T033,41.906638,-87.701431,3,0,2007,6,23,1,21.6,14.0,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T045,41.9216,-87.666455,2,0,2007,6,23,1,23.6,16.7,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T046,41.891118,-87.654491,1,0,2007,6,23,1,25.8,14.2,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T048,41.867108,-87.654224,1,0,2007,6,23,1,27.1,12.1,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T049,41.896282,-87.655232,2,0,2007,6,23,1,25.5,14.7,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T050,41.919343,-87.694259,1,0,2007,6,23,1,21.5,15.6,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T054,41.921965,-87.632085,3,0,2007,6,23,1,26.2,18.1,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T086,41.688324,-87.676709,4,0,2007,6,23,1,40.2,12.5,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T089,41.723195,-87.64997,1,0,2007,6,23,1,38.3,11.0,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T090,41.868077,-87.666901,7,0,2007,6,23,1,26.2,11.5,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T096,41.731922,-87.677512,1,0,2007,6,23,1,36.1,8.6,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T135,41.662014,-87.724608,4,0,2007,6,23,1,40.8,14.0,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T141,41.961743,-87.76007,2,0,2007,6,23,1,14.8,19.5,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T142,41.953067,-87.776792,3,0,2007,6,23,1,13.8,18.7,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T143,41.999129,-87.795585,9,0,2007,6,23,1,11.4,23.9,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T145,41.878114,-87.629798,3,0,2007,6,23,1,28.3,14.4,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T146,41.958271,-87.702575,2,0,2007,6,23,1,19.5,19.6,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T147,41.932094,-87.700117,1,0,2007,6,23,1,20.5,16.8,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T150,42.006858,-87.675919,2,0,2007,6,23,1,21.3,25.3,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T151,41.916265,-87.800515,10,0,2007,6,23,1,14.0,15.0,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T152,41.846075,-87.716277,1,0,2007,6,23,1,24.4,7.3,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T153,41.907645,-87.760886,3,0,2007,6,23,1,17.3,13.5,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T154,41.918705,-87.752329,1,0,2007,6,23,1,17.2,14.7,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T158,41.682587,-87.707973,8,0,2007,6,23,1,39.4,12.1,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T159,41.732984,-87.649642,1,0,2007,6,23,1,37.4,10.4,2,63.0,51.0,57.0,47.0,52.0,8.0,0.0,417.0,1923.0,0.27,29.16,29.78,6.2,3.0,8.1,12.0
2007-06-05,CULEX RESTUANS,T218,41.948167,-87.730698,1,0,2007,6,23,1,17.6,18.1,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-05,CULEX RESTUANS,T220,41.963976,-87.69181,1,0,2007,6,23,1,20.3,20.4,1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,417.0,1923.0,0.42,29.1,29.79,5.2,5.0,7.6,17.0
2007-06-26,CULEX PIPIENS,T088,41.869107,-87.696293,1,0,2007,6,26,1,24.1,10.3,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS,T090,41.868077,-87.666901,1,0,2007,6,26,1,26.2,11.5,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS,T135,41.662014,-87.724608,6,0,2007,6,26,1,40.8,14.0,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS/RESTUANS,T001,41.953705,-87.733974,1,0,2007,6,26,1,17.1,18.7,1,92.0,70.0,81.0,69.0,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22.0,7.1,22.0
2007-06-26,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,1,0,2007,6,26,1,11.8,19.2,1,92.0,70.0,81.0,69.0,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22.0,7.1,22.0
2007-06-26,CULEX PIPIENS/RESTUANS,T006,41.990284,-87.797127,1,0,2007,6,26,1,11.3,23.0,1,92.0,70.0,81.0,69.0,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22.0,7.1,22.0
2007-06-26,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,1,0,2007,6,26,1,13.6,23.3,1,92.0,70.0,81.0,69.0,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22.0,7.1,22.0
2007-06-26,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,2,0,2007,6,26,1,10.0,18.9,1,92.0,70.0,81.0,69.0,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22.0,7.1,22.0
2007-06-26,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,2,0,2007,6,26,1,15.4,22.8,1,92.0,70.0,81.0,69.0,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22.0,7.1,22.0
2007-06-26,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,2,0,2007,6,26,1,10.2,25.5,1,92.0,70.0,81.0,69.0,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22.0,7.1,22.0
2007-06-26,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,1,0,2007,6,26,1,15.2,21.5,1,92.0,70.0,81.0,69.0,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22.0,7.1,22.0
2007-06-26,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,1,0,2007,6,26,1,20.2,22.9,1,92.0,70.0,81.0,69.0,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22.0,7.1,22.0
2007-06-26,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,2,0,2007,6,26,1,21.6,14.0,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS/RESTUANS,T040,41.852652,-87.719887,5,0,2007,6,26,1,23.7,7.9,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,1,0,2007,6,26,1,23.6,16.7,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,1,0,2007,6,26,1,25.8,14.2,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,1,0,2007,6,26,1,24.2,10.2,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,2,0,2007,6,26,1,27.1,12.1,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,1,0,2007,6,26,1,28.2,10.4,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,2,0,2007,6,26,1,40.2,12.5,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,10,0,2007,6,26,1,26.2,11.5,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,1,0,2007,6,26,1,29.0,16.5,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,20,0,2007,6,26,1,40.8,14.0,2,91.0,73.0,82.0,69.0,72.0,0.0,17.0,418.0,1931.0,0.0,29.45,30.09,7.3,21.0,8.1,18.0
2007-06-26,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,2007,6,26,1,14.8,19.5,1,92.0,70.0,81.0,69.0,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22.0,7.1,22.0
2007-06-26,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,1,0,2007,6,26,1,11.4,23.9,1,92.0,70.0,81.0,69.0,72.0,0.0,16.0,418.0,1931.0,0.16,29.39,30.11,6.1,22.0,7.1,22.0
